Event,Nan,Start_time,Start_seconds,End_time,End_seconds,Duration,Duration_seconds,Tools/Speaker
speech,,00:09:27.418,567.419,00:09:32.025,572.026,00:00:04.607,4.607,
other,,00:09:33.025,573.026,00:09:36.025,576.026,00:00:03.000,3.0,
speech,,00:09:52.192,592.192,00:09:58.029,598.03,00:00:05.838,5.838,
other,,00:09:59.029,599.03,00:10:00.916,600.916,00:00:01.885,1.886,
speech,,00:10:00.916,600.916,00:10:05.049,605.05,00:00:04.134,4.134,
other,,00:10:06.049,606.05,00:10:08.880,608.881,00:00:02.831,2.831,
speech,,00:10:08.880,608.881,00:10:12.070,612.07,00:00:03.189,3.189,
other,,00:10:13.070,613.07,00:10:14.111,614.112,00:00:01.042,1.042,
speech,,00:10:14.111,614.112,00:10:16.373,616.373,00:00:02.261,2.261,
other,,00:10:17.373,617.373,00:10:18.399,618.4,00:00:01.026,1.027,
mouth_open,,00:10:18.152,618.152,00:10:19.400,619.4,00:00:01.248,1.248,
food_to_mouth,,00:10:18.400,618.4,00:10:20.445,620.445,00:00:02.045,2.045,spoon
speech,,00:10:40.605,640.606,00:10:42.934,642.935,00:00:02.329,2.329,
speech,,00:10:43.187,643.188,00:10:44.673,644.673,00:00:01.485,1.485,
mouth_open,,00:10:45.100,645.1,00:10:45.781,645.781,00:00:00.681,0.681,
food_to_mouth,,00:10:45.261,645.261,00:10:46.406,646.406,00:00:01.145,1.145,spoon
drink_to_mouth,,00:11:00.223,660.223,00:11:03.844,663.844,00:00:03.621,3.621,cup
speech,,00:11:11.942,671.943,00:11:13.057,673.057,00:00:01.114,1.114,
speech,,00:11:13.259,673.259,00:11:16.600,676.6,00:00:03.341,3.341,
other,,00:11:17.600,677.6,00:11:20.600,680.6,00:00:03.000,3.0,
speech,,00:11:32.311,692.311,00:11:34.183,694.184,00:00:01.873,1.873,
speech,,00:11:34.251,694.252,00:11:35.280,695.281,00:00:01.028,1.029,
other,,00:11:36.280,696.281,00:11:39.196,699.196,00:00:02.915,2.915,
speech,,00:11:39.196,699.196,00:11:40.899,700.9,00:00:01.704,1.704,
speech,,00:11:41.996,701.997,00:11:45.456,705.457,00:00:03.459,3.46,
speech,,00:11:45.726,705.727,00:11:46.924,706.925,00:00:01.197,1.198,
speech,,00:11:47.227,707.228,00:11:49.202,709.203,00:00:01.975,1.975,
speech,,00:11:50.653,710.654,00:11:51.937,711.937,00:00:01.282,1.283,
speech,,00:11:52.932,712.932,00:11:58.417,718.417,00:00:05.485,5.485,
speech,,00:11:59.075,719.075,00:12:00.356,720.357,00:00:01.282,1.282,
speech,,00:12:00.846,720.847,00:12:03.918,723.918,00:00:03.071,3.071,
other,,00:12:04.918,724.918,00:12:06.087,726.088,00:00:01.169,1.17,
mouth_open,,00:12:05.829,725.829,00:12:07.648,727.648,00:00:01.819,1.819,
food_to_mouth,,00:12:06.088,726.088,00:12:08.764,728.764,00:00:02.676,2.676,spoon
mouth_open,,00:12:38.096,758.096,00:12:41.549,761.549,00:00:03.453,3.453,
food_to_mouth,,00:12:38.269,758.269,00:12:41.641,761.641,00:00:03.372,3.372,spoon
speech,,00:13:02.508,782.508,00:13:04.870,784.87,00:00:02.362,2.362,
speech,,00:13:05.477,785.478,00:13:06.490,786.49,00:00:01.012,1.012,
other,,00:13:07.490,787.49,00:13:10.490,790.49,00:00:03.000,3.0,
speech,,00:13:11.772,791.772,00:13:13.476,793.477,00:00:01.705,1.705,
other,,00:13:14.476,794.477,00:13:17.476,797.477,00:00:03.000,3.0,
drink_to_mouth,,00:13:19.404,799.404,00:13:21.582,801.582,00:00:02.178,2.178,cup
mouth_open,,00:13:31.923,811.923,00:13:32.820,812.82,00:00:00.897,0.897,
food_to_mouth,,00:13:32.140,812.14,00:13:33.568,813.568,00:00:01.428,1.428,spoon
speech,,00:13:58.465,838.465,00:14:00.355,840.355,00:00:01.889,1.89,
other,,00:14:01.355,841.355,00:14:04.355,844.355,00:00:03.000,3.0,
mouth_open,,00:14:12.948,852.948,00:14:13.516,853.516,00:00:00.568,0.568,
food_to_mouth,,00:14:13.036,853.036,00:14:13.396,853.396,00:00:00.360,0.36,chopsticks
speech,,00:14:19.745,859.745,00:14:21.904,861.905,00:00:02.160,2.16,
other,,00:14:22.904,862.905,00:14:25.904,865.905,00:00:03.000,3.0,
mouth_open,,00:14:26.593,866.593,00:14:27.641,867.641,00:00:01.048,1.048,
food_to_mouth,,00:14:26.801,866.801,00:14:27.535,867.535,00:00:00.734,0.734,chopsticks
mouth_open,,00:14:34.823,874.823,00:14:35.429,875.429,00:00:00.606,0.606,
food_to_mouth,,00:14:35.029,875.029,00:14:35.469,875.469,00:00:00.440,0.44,chopsticks
speech,,00:14:56.413,896.414,00:14:57.764,897.764,00:00:01.350,1.35,
speech,,00:14:57.950,897.95,00:14:59.620,899.62,00:00:01.669,1.67,
speech,,00:14:59.923,899.924,00:15:01.442,901.443,00:00:01.518,1.519,
speech,,00:15:02.000,902.0,00:15:07.028,907.028,00:00:05.027,5.028,
speech,,00:15:07.264,907.265,00:15:10.657,910.657,00:00:03.391,3.392,
other,,00:15:11.657,911.657,00:15:14.657,914.657,00:00:03.000,3.0,
mouth_open,,00:15:40.602,940.602,00:15:41.173,941.173,00:00:00.571,0.571,
food_to_mouth,,00:15:40.693,940.693,00:15:41.133,941.133,00:00:00.440,0.44,hand
speech,,00:15:55.072,955.072,00:15:59.610,959.611,00:00:04.538,4.539,
other,,00:16:00.610,960.611,00:16:03.610,963.611,00:00:03.000,3.0,
mouth_open,,00:16:43.354,1003.354,00:16:45.395,1005.395,00:00:02.041,2.041,
food_to_mouth,,00:16:43.635,1003.635,00:16:45.430,1005.43,00:00:01.795,1.795,spoon
mouth_open,,00:16:59.730,1019.73,00:17:01.450,1021.45,00:00:01.720,1.72,
food_to_mouth,,00:16:59.855,1019.855,00:17:01.013,1021.013,00:00:01.158,1.158,spoon
speech,,00:17:08.848,1028.849,00:17:11.836,1031.836,00:00:02.987,2.987,
speech,,00:17:12.577,1032.578,00:17:16.173,1036.173,00:00:03.595,3.595,
speech,,00:17:16.527,1036.527,00:17:18.366,1038.367,00:00:01.840,1.84,
speech,,00:17:18.957,1038.957,00:17:20.375,1040.375,00:00:01.417,1.418,
other,,00:17:21.375,1041.375,00:17:24.375,1044.375,00:00:03.000,3.0,
mouth_open,,00:17:25.024,1045.024,00:17:25.798,1045.798,00:00:00.774,0.774,
food_to_mouth,,00:17:25.238,1045.238,00:17:26.459,1046.459,00:00:01.221,1.221,spoon
mouth_open,,00:17:45.144,1065.144,00:17:46.360,1066.36,00:00:01.216,1.216,
food_to_mouth,,00:17:45.279,1065.279,00:17:46.568,1066.568,00:00:01.289,1.289,spoon
speech,,00:18:10.055,1090.055,00:18:11.759,1091.759,00:00:01.704,1.704,
speech,,00:18:13.210,1093.21,00:18:14.711,1094.712,00:00:01.502,1.502,
other,,00:18:15.711,1095.712,00:18:17.675,1097.676,00:00:01.964,1.964,
drink_to_mouth,,00:18:17.676,1097.676,00:18:20.812,1100.812,00:00:03.136,3.136,cup
speech,,00:18:47.095,1127.095,00:18:49.761,1129.762,00:00:02.666,2.667,
other,,00:18:50.761,1130.762,00:18:53.632,1133.632,00:00:02.870,2.87,
mouth_open,,00:18:53.517,1133.517,00:18:54.392,1134.392,00:00:00.875,0.875,
food_to_mouth,,00:18:53.632,1133.632,00:18:54.223,1134.223,00:00:00.591,0.591,spoon
speech,,00:18:55.938,1135.938,00:18:59.093,1139.093,00:00:03.154,3.155,
speech,,00:19:00.645,1140.646,00:19:02.333,1142.333,00:00:01.687,1.687,
speech,,00:19:02.688,1142.688,00:19:03.817,1143.818,00:00:01.129,1.13,
speech,,00:19:04.105,1144.105,00:19:06.028,1146.029,00:00:01.923,1.924,
other,,00:19:07.028,1147.029,00:19:10.028,1150.029,00:00:03.000,3.0,
speech,,00:19:27.325,1167.325,00:19:31.847,1171.848,00:00:04.522,4.523,
speech,,00:19:33.603,1173.603,00:19:35.289,1175.29,00:00:01.687,1.687,
other,,00:19:36.289,1176.29,00:19:39.289,1179.29,00:00:03.000,3.0,
mouth_open,,00:19:42.746,1182.746,00:19:44.145,1184.145,00:00:01.399,1.399,
food_to_mouth,,00:19:42.985,1182.985,00:19:44.144,1184.144,00:00:01.159,1.159,spoon
speech,,00:19:58.190,1198.19,00:19:59.489,1199.489,00:00:01.298,1.299,
speech,,00:20:00.079,1200.08,00:20:01.092,1201.092,00:00:01.012,1.012,
speech,,00:20:01.446,1201.447,00:20:03.775,1203.775,00:00:02.327,2.328,
other,,00:20:04.775,1204.775,00:20:05.925,1205.926,00:00:01.151,1.151,
mouth_open,,00:20:05.771,1205.771,00:20:06.606,1206.606,00:00:00.835,0.835,
food_to_mouth,,00:20:05.926,1205.926,00:20:07.836,1207.836,00:00:01.910,1.91,spoon
speech,,00:20:23.569,1223.57,00:20:28.884,1228.885,00:00:05.315,5.315,
speech,,00:20:30.691,1230.691,00:20:34.285,1234.285,00:00:03.593,3.594,
speech,,00:20:34.640,1234.64,00:20:36.563,1236.563,00:00:01.923,1.923,
speech,,00:20:37.204,1237.205,00:20:41.288,1241.288,00:00:04.083,4.083,
speech,,00:20:41.592,1241.592,00:20:44.258,1244.258,00:00:02.665,2.666,
speech,,00:20:44.781,1244.782,00:20:47.093,1247.093,00:00:02.310,2.311,
speech,,00:20:47.278,1247.279,00:20:52.932,1252.932,00:00:05.652,5.653,
speech,,00:20:53.624,1253.624,00:20:56.611,1256.611,00:00:02.987,2.987,
speech,,00:20:56.711,1256.712,00:20:59.529,1259.53,00:00:02.818,2.818,
speech,,00:21:00.744,1260.745,00:21:03.090,1263.091,00:00:02.346,2.346,
speech,,00:21:04.221,1264.222,00:21:06.701,1266.702,00:00:02.480,2.48,
speech,,00:21:07.039,1267.04,00:21:12.457,1272.457,00:00:05.416,5.417,
other,,00:21:13.457,1273.457,00:21:15.545,1275.545,00:00:02.088,2.088,
speech,,00:21:15.545,1275.545,00:21:21.400,1281.4,00:00:05.855,5.855,
speech,,00:21:22.700,1282.7,00:21:25.265,1285.265,00:00:02.565,2.565,
other,,00:21:26.265,1286.265,00:21:29.265,1289.265,00:00:03.000,3.0,
speech,,00:21:30.074,1290.074,00:21:31.593,1291.593,00:00:01.518,1.519,
speech,,00:21:31.811,1291.812,00:21:32.992,1292.993,00:00:01.181,1.181,
other,,00:21:33.992,1293.993,00:21:36.992,1296.993,00:00:03.000,3.0,
speech,,00:21:46.071,1306.072,00:21:50.122,1310.122,00:00:04.049,4.05,
speech,,00:21:50.559,1310.56,00:21:51.758,1311.758,00:00:01.197,1.198,
speech,,00:21:52.535,1312.535,00:21:56.617,1316.618,00:00:04.083,4.083,
other,,00:21:57.617,1317.618,00:22:00.617,1320.618,00:00:03.000,3.0,
speech,,00:22:01.883,1321.883,00:22:07.721,1327.722,00:00:05.839,5.839,
speech,,00:22:07.974,1327.975,00:22:11.923,1331.924,00:00:03.948,3.949,
speech,,00:22:12.278,1332.278,00:22:16.260,1336.261,00:00:03.983,3.983,
other,,00:22:17.260,1337.261,00:22:20.260,1340.261,00:00:03.000,3.0,
speech,,00:22:21.086,1341.087,00:22:22.758,1342.758,00:00:01.671,1.671,
speech,,00:22:23.872,1343.872,00:22:25.474,1345.475,00:00:01.603,1.603,
speech,,00:22:25.744,1345.745,00:22:27.989,1347.989,00:00:02.244,2.244,
other,,00:22:28.989,1348.989,00:22:31.989,1351.989,00:00:03.000,3.0,
mouth_open,,00:22:47.272,1367.272,00:22:49.266,1369.266,00:00:01.994,1.994,
food_to_mouth,,00:22:47.506,1367.506,00:22:49.137,1369.137,00:00:01.631,1.631,spoon
speech,,00:22:52.558,1372.559,00:22:54.230,1374.23,00:00:01.671,1.671,
other,,00:22:55.230,1375.23,00:22:58.230,1378.23,00:00:03.000,3.0,
speech,,00:23:01.250,1381.25,00:23:04.085,1384.085,00:00:02.835,2.835,
other,,00:23:05.085,1385.085,00:23:08.085,1388.085,00:00:03.000,3.0,
speech,,00:23:23.946,1403.947,00:23:27.170,1407.17,00:00:03.222,3.223,
speech,,00:23:27.727,1407.727,00:23:30.342,1410.342,00:00:02.615,2.615,
speech,,00:23:30.561,1410.562,00:23:32.231,1412.232,00:00:01.669,1.67,
speech,,00:23:32.603,1412.603,00:23:34.560,1414.561,00:00:01.958,1.958,
speech,,00:23:34.982,1414.983,00:23:42.609,1422.61,00:00:07.626,7.627,
other,,00:23:43.609,1423.61,00:23:46.086,1426.087,00:00:02.476,2.477,
speech,,00:23:46.086,1426.087,00:23:49.089,1429.09,00:00:03.003,3.003,
other,,00:23:50.089,1430.09,00:23:51.217,1431.217,00:00:01.127,1.127,
speech,,00:23:51.217,1431.217,00:23:56.144,1436.144,00:00:04.926,4.927,
other,,00:23:57.144,1437.144,00:23:58.439,1438.439,00:00:01.294,1.295,
speech,,00:23:58.439,1438.439,00:24:05.257,1445.257,00:00:06.817,6.818,
speech,,00:24:05.509,1445.51,00:24:06.961,1446.961,00:00:01.451,1.451,
speech,,00:24:07.567,1447.568,00:24:11.112,1451.112,00:00:03.544,3.544,
speech,,00:24:11.500,1451.5,00:24:14.098,1454.099,00:00:02.599,2.599,
speech,,00:24:14.403,1454.403,00:24:15.752,1455.753,00:00:01.350,1.35,
drink_to_mouth,,00:24:22.198,1462.198,00:24:26.124,1466.124,00:00:03.926,3.926,cup
speech,,00:24:28.847,1468.848,00:24:30.451,1470.451,00:00:01.603,1.603,
mouth_open,,00:24:38.234,1478.234,00:24:39.074,1479.074,00:00:00.840,0.84,
food_to_mouth,,00:24:38.474,1478.474,00:24:39.834,1479.834,00:00:01.360,1.36,spoon
drink_to_mouth,,00:25:38.923,1538.923,00:25:39.951,1539.951,00:00:01.028,1.028,cup
drink_to_mouth,,00:25:47.663,1547.663,00:25:49.562,1549.562,00:00:01.899,1.899,cup
speech,,00:26:13.625,1573.625,00:26:16.425,1576.426,00:00:02.801,2.801,
speech,,00:26:20.797,1580.797,00:26:22.702,1582.703,00:00:01.905,1.906,
speech,,00:26:23.664,1583.665,00:26:24.694,1584.695,00:00:01.030,1.03,
speech,,00:26:36.440,1596.44,00:26:41.923,1601.924,00:00:05.484,5.484,
speech,,00:26:44.219,1604.219,00:26:59.086,1619.086,00:00:14.867,14.867,
mouth_open,,00:27:05.406,1625.406,00:27:06.403,1626.403,00:00:00.997,0.997,
food_to_mouth,,00:27:05.683,1625.683,00:27:06.992,1626.992,00:00:01.309,1.309,spoon
speech,,00:27:09.598,1629.599,00:27:13.767,1633.767,00:00:04.168,4.168,
mouth_open,,00:27:32.554,1652.554,00:27:33.831,1653.831,00:00:01.277,1.277,
food_to_mouth,,00:27:33.071,1653.071,00:27:34.151,1654.151,00:00:01.080,1.08,spoon
speech,,00:28:13.505,1693.505,00:28:15.107,1695.108,00:00:01.603,1.603,
speech,,00:28:18.382,1698.382,00:28:23.191,1703.191,00:00:04.809,4.809,
speech,,00:28:34.987,1714.987,00:28:38.023,1718.024,00:00:03.036,3.037,
mouth_open,,00:28:39.037,1719.037,00:28:39.832,1719.832,00:00:00.795,0.795,
food_to_mouth,,00:28:39.272,1719.272,00:28:40.601,1720.601,00:00:01.329,1.329,spoon
drink_to_mouth,,00:29:09.702,1749.702,00:29:12.018,1752.018,00:00:02.316,2.316,cup
drink_to_mouth,,00:29:49.287,1789.287,00:29:50.481,1790.481,00:00:01.194,1.194,cup
speech,,00:30:06.719,1806.719,00:30:13.654,1813.655,00:00:06.936,6.936,
speech,,00:30:15.545,1815.545,00:30:17.519,1817.519,00:00:01.974,1.974,
speech,,00:30:17.991,1817.992,00:30:20.826,1820.827,00:00:02.835,2.835,
speech,,00:30:22.970,1822.97,00:30:24.286,1824.286,00:00:01.316,1.316,
speech,,00:30:25.096,1825.096,00:30:27.846,1827.847,00:00:02.750,2.751,
mouth_open,,00:30:35.544,1835.544,00:30:38.160,1838.16,00:00:02.616,2.616,
food_to_mouth,,00:30:36.040,1836.04,00:30:38.796,1838.796,00:00:02.756,2.756,spoon
speech,,00:30:58.406,1858.407,00:30:59.925,1859.926,00:00:01.518,1.519,
mouth_open,,00:31:15.233,1875.233,00:31:16.180,1876.18,00:00:00.947,0.947,
food_to_mouth,,00:31:15.443,1875.443,00:31:17.261,1877.261,00:00:01.818,1.818,spoon
speech,,00:31:44.424,1904.425,00:31:45.673,1905.674,00:00:01.249,1.249,
speech,,00:31:46.635,1906.636,00:31:47.732,1907.733,00:00:01.096,1.097,
speech,,00:31:53.031,1913.032,00:31:56.827,1916.828,00:00:03.795,3.796,
speech,,00:31:57.452,1917.453,00:32:00.625,1920.625,00:00:03.172,3.172,
speech,,00:32:01.974,1921.975,00:32:04.692,1924.692,00:00:02.717,2.717,
speech,,00:32:05.653,1925.654,00:32:08.589,1928.59,00:00:02.936,2.936,
speech,,00:32:08.911,1928.911,00:32:10.345,1930.345,00:00:01.433,1.434,
mouth_open,,00:32:21.568,1941.568,00:32:22.336,1942.336,00:00:00.768,0.768,
food_to_mouth,,00:32:21.736,1941.736,00:32:24.341,1944.341,00:00:02.605,2.605,spoon
speech,,00:32:30.577,1950.578,00:32:31.861,1951.861,00:00:01.282,1.283,
speech,,00:32:32.012,1952.013,00:32:33.920,1953.92,00:00:01.907,1.907,
speech,,00:32:37.513,1957.514,00:32:38.527,1958.527,00:00:01.012,1.013,
speech,,00:32:38.779,1958.78,00:32:42.204,1962.205,00:00:03.424,3.425,
speech,,00:32:59.569,1979.57,00:33:03.198,1983.198,00:00:03.628,3.628,
speech,,00:33:03.957,1983.957,00:33:08.362,1988.362,00:00:04.405,4.405,
speech,,00:33:09.491,1989.492,00:33:11.112,1991.112,00:00:01.620,1.62,
speech,,00:33:16.646,1996.647,00:33:18.182,1998.183,00:00:01.536,1.536,
speech,,00:33:18.502,1998.503,00:33:21.625,2001.625,00:00:03.121,3.122,
mouth_open,,00:33:46.961,2026.961,00:33:47.595,2027.595,00:00:00.634,0.634,
food_to_mouth,,00:33:47.187,2027.187,00:33:48.187,2028.187,00:00:01.000,1.0,spoon
speech,,00:33:52.404,2032.405,00:33:58.227,2038.227,00:00:05.822,5.822,
speech,,00:34:25.311,2065.312,00:34:26.746,2066.746,00:00:01.433,1.434,
speech,,00:34:26.965,2066.965,00:34:32.871,2072.872,00:00:05.907,5.907,
mouth_open,,00:34:51.770,2091.77,00:34:52.529,2092.529,00:00:00.759,0.759,
food_to_mouth,,00:34:52.089,2092.089,00:34:53.568,2093.568,00:00:01.479,1.479,spoon
speech,,00:35:45.889,2145.89,00:35:47.914,2147.915,00:00:02.024,2.025,
speech,,00:36:02.679,2162.68,00:36:04.621,2164.621,00:00:01.941,1.941,
speech,,00:36:04.840,2164.84,00:36:13.041,2173.042,00:00:08.201,8.202,
speech,,00:36:13.429,2173.43,00:36:17.242,2177.243,00:00:03.813,3.813,
speech,,00:36:17.530,2177.53,00:36:22.762,2182.762,00:00:05.232,5.232,
speech,,00:36:24.161,2184.162,00:36:35.974,2195.975,00:00:11.813,11.813,
speech,,00:36:36.177,2196.177,00:36:38.793,2198.793,00:00:02.616,2.616,
speech,,00:36:38.927,2198.928,00:36:40.918,2200.919,00:00:01.991,1.991,
speech,,00:36:41.137,2201.138,00:36:43.449,2203.45,00:00:02.311,2.312,
speech,,00:36:44.969,2204.969,00:36:48.563,2208.563,00:00:03.593,3.594,
speech,,00:36:48.681,2208.682,00:36:51.061,2211.061,00:00:02.379,2.379,
speech,,00:36:52.275,2212.276,00:36:54.503,2214.503,00:00:02.226,2.227,
speech,,00:36:55.887,2215.887,00:36:59.853,2219.853,00:00:03.966,3.966,
